origin_msoa,origin_msoa_name,origin_lad_name_guess,commuters_to_selected_workplaces,od_weighted_msoa_exposure_sum,linked_workplace_msoas,linked_workplace_lads,msoa_exposure_per_1000
E02000810,Southwark 004,Southwark,982,1172.9884650542083,26,8,1.1729884650542084
E02000827,Southwark 021,Southwark,915,1056.523035569844,26,8,1.056523035569844
E02000812,Southwark 006,Southwark,881,1046.7488548147421,26,8,1.0467488548147421
E02000653,Lewisham 001,Lewisham,882,1032.5882327394818,24,8,1.0325882327394817
E02000620,Lambeth 003,Lambeth,903,1019.5532430846249,25,8,1.0195532430846248
E02000747,Newham 034,Newham,873,1007.3299955670241,26,8,1.007329995567024
E02000818,Southwark 012,Southwark,825,980.4087623471448,25,8,0.9804087623471448
E02000816,Southwark 010,Southwark,835,976.9049475588309,26,8,0.976904947558831
E02000564,Islington 011,Islington,844,974.2953832911661,25,8,0.974295383291166
E02000369,Hackney 025,Hackney,812,962.1624235479146,25,8,0.9621624235479146
E02000814,Southwark 008,Southwark,819,957.6694108092452,26,8,0.9576694108092452
E02000819,Southwark 013,Southwark,800,952.1399752110631,25,8,0.9521399752110631
E02006999,Newham 042,Newham,815,951.6708579944966,26,8,0.9516708579944966
E02000632,Lambeth 015,Lambeth,808,925.4535390776614,24,8,0.9254535390776614
E02000628,Lambeth 011,Lambeth,821,925.4194666696754,26,8,0.9254194666696755
E02000825,Southwark 019,Southwark,796,922.8453740062049,25,8,0.9228453740062049
E02000875,Tower Hamlets 012,Tower Hamlets,796,921.6059556552925,24,8,0.9216059556552925
E02000619,Lambeth 002,Lambeth,801,920.3996752667824,25,8,0.9203996752667825
E02000968,Westminster 009,Westminster,900,915.3892941329077,26,8,0.9153892941329077
E02000820,Southwark 014,Southwark,787,911.1648726720384,26,8,0.9111648726720384
E02000821,Southwark 015,Southwark,768,908.4959988259263,25,8,0.9084959988259264
E02000980,Westminster 021,Westminster,853,904.4637200032026,25,8,0.9044637200032026
E02000826,Southwark 020,Southwark,770,899.5834827669737,26,8,0.8995834827669738
E02000649,Lambeth 032,Lambeth,792,899.1832939967554,25,8,0.8991832939967555
E02000877,Tower Hamlets 014,Tower Hamlets,771,896.4332781209567,24,8,0.8964332781209567
E02000627,Lambeth 010,Lambeth,780,883.1843204349088,26,8,0.8831843204349088
E02006853,Tower Hamlets 032,Tower Hamlets,792,876.6872251154625,22,8,0.8766872251154625
E02000823,Southwark 017,Southwark,751,869.5409748428574,26,8,0.8695409748428574
E02000894,Tower Hamlets 031,Tower Hamlets,752,866.3585791224239,25,8,0.8663585791224239
E02000625,Lambeth 008,Lambeth,786,859.4966414563984,25,8,0.8594966414563984
E02000824,Southwark 018,Southwark,741,859.4161082684211,25,8,0.8594161082684211
E02000624,Lambeth 007,Lambeth,758,856.1884776136003,24,8,0.8561884776136003
E02000573,Islington 020,Islington,709,855.4144561839042,24,8,0.8554144561839042
E02000926,Wandsworth 004,Wandsworth,795,854.8048031330094,24,8,0.8548048031330094
E02000867,Tower Hamlets 004,Tower Hamlets,723,849.6476106517993,25,8,0.8496476106517993
E02000886,Tower Hamlets 023,Tower Hamlets,736,848.1957448644152,25,8,0.8481957448644153
E02000813,Southwark 007,Southwark,737,845.2438891930819,26,8,0.8452438891930819
E02000807,Southwark 001,Southwark,723,841.0258265351135,24,8,0.8410258265351135
E02007084,Wandsworth 039,Wandsworth,787,837.1204096781489,25,8,0.8371204096781489
E02000878,Tower Hamlets 015,Tower Hamlets,684,826.4524191325269,24,8,0.8264524191325269
E02000889,Tower Hamlets 026,Tower Hamlets,669,812.0280725981497,24,8,0.8120280725981497
E02000981,Westminster 022,Westminster,758,811.8911658769788,26,8,0.8118911658769787
E02000871,Tower Hamlets 008,Tower Hamlets,704,808.474898146609,25,8,0.808474898146609
E02000815,Southwark 009,Southwark,684,805.0775685990177,27,8,0.8050775685990177
E02007115,Camden 029,Camden,729,804.1983728017511,25,8,0.8041983728017511
E02000623,Lambeth 006,Lambeth,724,803.9169072100237,25,8,0.8039169072100237
E02000370,Hackney 026,Hackney,648,803.8295400281388,23,8,0.8038295400281388
E02000964,Westminster 005,Westminster,741,793.3048150836723,25,8,0.7933048150836723
E02000932,Wandsworth 010,Wandsworth,698,791.3559079138107,25,8,0.7913559079138107
E02000622,Lambeth 005,Lambeth,685,788.3390019390724,26,8,0.7883390019390725
E02000655,Lewisham 003,Lewisham,675,784.6056484951459,26,8,0.7846056484951459
E02000629,Lambeth 012,Lambeth,688,783.9074932584267,24,8,0.7839074932584267
E02000973,Westminster 014,Westminster,703,774.6215628925659,25,8,0.7746215628925659
E02000908,Waltham Forest 014,Waltham Forest,666,753.4746310531157,27,8,0.7534746310531156
E02000829,Southwark 023,Southwark,640,750.907875614308,25,8,0.7509078756143079
E02000930,Wandsworth 008,Wandsworth,660,750.3998228652681,23,8,0.7503998228652681
E02000866,Tower Hamlets 003,Tower Hamlets,645,745.7487049611657,25,8,0.7457487049611656
E02000911,Waltham Forest 017,Waltham Forest,671,745.6873960096248,27,8,0.7456873960096247
E02006942,Southwark 036,Southwark,622,745.5302711705605,25,8,0.7455302711705605
E02007110,Hackney 032,Hackney,607,742.6837444529938,24,8,0.7426837444529938
E02000887,Tower Hamlets 024,Tower Hamlets,647,738.7331134454091,24,8,0.7387331134454092
E02000638,Lambeth 021,Lambeth,637,736.1301260319207,27,8,0.7361301260319206
E02000635,Lambeth 018,Lambeth,648,734.0249750421231,25,8,0.734024975042123
E02000367,Hackney 023,Hackney,613,723.6409483283043,25,8,0.7236409483283043
E02000556,Islington 003,Islington,628,715.3440617508097,27,8,0.7153440617508097
E02000733,Newham 020,Newham,618,708.4683550817716,24,8,0.7084683550817716
E02000568,Islington 015,Islington,622,708.198168425748,25,8,0.708198168425748
E02000114,Brent 022,Brent,665,698.1884853845908,26,8,0.6981884853845908
E02000948,Wandsworth 026,Wandsworth,603,695.851453909907,25,8,0.695851453909907
E02006928,Greenwich 035,Greenwich,591,690.4591270622569,23,8,0.6904591270622569
E02000567,Islington 014,Islington,594,689.212966253591,25,8,0.6892129662535911
E02000961,Westminster 002,Westminster,634,688.0619062084553,24,8,0.6880619062084553
E02000864,Tower Hamlets 001,Tower Hamlets,588,681.5843693645215,24,8,0.6815843693645215
E02000881,Tower Hamlets 018,Tower Hamlets,603,681.2434508078824,25,8,0.6812434508078824
E02000107,Brent 015,Brent,639,677.0934434208698,26,8,0.6770934434208697
E02000882,Tower Hamlets 019,Tower Hamlets,586,676.775003891996,24,8,0.676775003891996
E02000725,Newham 012,Newham,597,674.6036893113596,26,8,0.6746036893113596
E02000828,Southwark 022,Southwark,589,673.8209021177438,25,8,0.6738209021177438
E02000639,Lambeth 022,Lambeth,600,671.890224482889,25,8,0.671890224482889
E02000949,Wandsworth 027,Wandsworth,574,670.7868777454577,23,8,0.6707868777454576
E02000743,Newham 030,Newham,586,669.4773160450666,25,8,0.6694773160450666
E02000571,Islington 018,Islington,551,665.6011301296969,24,8,0.6656011301296969
E02000975,Westminster 016,Westminster,607,665.2083008717468,23,8,0.6652083008717468
E02000633,Lambeth 016,Lambeth,586,663.9480682717369,27,8,0.6639480682717369
E02000192,Camden 027,Camden,564,660.9364973150739,24,8,0.6609364973150739
E02000822,Southwark 016,Southwark,567,657.0284837210556,26,8,0.6570284837210556
E02000574,Islington 021,Islington,563,652.7952774110439,23,8,0.6527952774110439
E02000630,Lambeth 013,Lambeth,565,652.412286175951,25,8,0.6524122861759509
E02000976,Westminster 017,Westminster,596,648.2907070860408,25,8,0.6482907070860409
E02000323,Greenwich 011,Greenwich,558,647.8398678418719,23,8,0.6478398678418719
E02000888,Tower Hamlets 025,Tower Hamlets,558,647.0478846882002,25,8,0.6470478846882002
E02000646,Lambeth 029,Lambeth,565,646.1231049764901,25,8,0.6461231049764902
E02000172,Camden 007,Camden,595,644.7993430044622,24,8,0.6447993430044622
E02007113,Tower Hamlets 035,Tower Hamlets,566,641.5756056520991,25,8,0.641575605652099
E02007083,Wandsworth 038,Wandsworth,586,638.3620137253458,24,8,0.6383620137253458
E02000559,Islington 006,Islington,545,636.9789463322724,27,8,0.6369789463322724
E02000363,Hackney 019,Hackney,554,636.3025891664854,25,8,0.6363025891664854
E02000872,Tower Hamlets 009,Tower Hamlets,529,634.0695352673175,26,8,0.6340695352673176
E02000637,Lambeth 020,Lambeth,557,633.3458251628314,26,8,0.6333458251628313
E02006997,Newham 040,Newham,542,631.1587179169795,24,8,0.6311587179169795
E02000830,Southwark 024,Southwark,549,630.7152435072476,27,8,0.6307152435072476
E02000261,Ealing 024,Ealing,595,630.1460791309337,26,8,0.6301460791309337
E02000419,Haringey 023,Haringey,571,628.8900233630117,26,8,0.6288900233630117
E02000883,Tower Hamlets 020,Tower Hamlets,553,623.1990365677723,26,8,0.6231990365677723
E02000919,Waltham Forest 025,Waltham Forest,551,621.8702174821201,25,8,0.6218702174821201
E02000643,Lambeth 026,Lambeth,547,619.9376320965309,26,8,0.619937632096531
E02000358,Hackney 014,Hackney,535,619.6176702952084,26,8,0.6196176702952084
E02006941,Southwark 035,Southwark,511,619.4788250210527,23,8,0.6194788250210527
E02007009,Lewisham 041,Lewisham,546,617.065767564725,23,8,0.617065767564725
E02000570,Islington 017,Islington,523,616.8968441547537,22,8,0.6168968441547537
E02000626,Lambeth 009,Lambeth,539,616.5254622394111,25,8,0.6165254622394112
E02000965,Westminster 006,Westminster,569,615.956203540604,25,8,0.615956203540604
E02000411,Haringey 015,Haringey,550,612.0451986926322,24,8,0.6120451986926322
E02000931,Wandsworth 009,Wandsworth,521,609.2514723204378,22,8,0.6092514723204377
E02000360,Hackney 016,Hackney,529,605.3919841098559,27,8,0.605391984109856
E02000738,Newham 025,Newham,545,604.1168145302164,24,8,0.6041168145302164
E02000631,Lambeth 014,Lambeth,519,602.6474531825378,25,8,0.6026474531825378
E02006927,Greenwich 034,Greenwich,501,598.5291715914248,26,8,0.5985291715914247
E02000178,Camden 013,Camden,553,597.6604529461313,24,8,0.5976604529461312
E02000368,Hackney 024,Hackney,508,594.7022923176211,25,8,0.5947022923176211
E02006995,Newham 038,Newham,508,593.8165060280515,22,8,0.5938165060280516
E02000569,Islington 016,Islington,497,592.6077760334975,23,8,0.5926077760334976
E02007114,Tower Hamlets 036,Tower Hamlets,517,589.9137633560081,26,8,0.5899137633560081
E02000184,Camden 019,Camden,550,589.3837434210684,25,8,0.5893837434210684
E02000566,Islington 013,Islington,500,587.8144648769317,23,8,0.5878144648769317
E02000921,Waltham Forest 027,Waltham Forest,502,587.3419907111302,25,8,0.5873419907111301
E02000963,Westminster 004,Westminster,541,587.3342521556619,26,8,0.5873342521556619
E02000020,Barking and Dagenham 019,Barking and Dagenham,504,587.3106655373598,26,8,0.5873106655373598
E02000969,Westminster 010,Westminster,558,585.9581656387091,25,8,0.5859581656387092
E02006798,Lewisham 039,Lewisham,502,585.8347566328025,24,8,0.5858347566328025
E02000572,Islington 019,Islington,529,585.7543706739258,25,8,0.5857543706739258
E02006930,Greenwich 037,Greenwich,505,585.148218173345,22,8,0.585148218173345
E02000641,Lambeth 024,Lambeth,520,584.953332986496,27,8,0.584953332986496
E02000817,Southwark 011,Southwark,502,584.9403639587374,23,8,0.5849403639587374
E02000974,Westminster 015,Westminster,553,583.7262961123733,25,8,0.5837262961123734
E02000879,Tower Hamlets 016,Tower Hamlets,513,582.6472524766783,23,8,0.5826472524766784
E02000759,Redbridge 009,Redbridge,492,580.971028505342,24,8,0.580971028505342
E02000920,Waltham Forest 026,Waltham Forest,500,580.396851388045,27,8,0.580396851388045
E02000640,Lambeth 023,Lambeth,504,579.9293180636704,25,8,0.5799293180636704
E02000873,Tower Hamlets 010,Tower Hamlets,521,579.889716946063,23,8,0.579889716946063
E02000016,Barking and Dagenham 015,Barking and Dagenham,493,579.0226657350058,23,8,0.5790226657350058
E02000923,Wandsworth 001,Wandsworth,529,578.8271850757005,25,8,0.5788271850757005
E02000934,Wandsworth 012,Wandsworth,511,578.3206895857455,24,8,0.5783206895857456
E02000831,Southwark 025,Southwark,502,575.3677599630691,25,8,0.5753677599630691
E02000392,Hammersmith and Fulham 021,Hammersmith and Fulham,513,575.2134057913123,25,8,0.5752134057913123
E02000314,Greenwich 002,Greenwich,484,574.0853464773321,23,8,0.5740853464773321
E02000693,Merton 005,Merton,505,572.8436898447035,25,8,0.5728436898447035
E02000120,Brent 028,Brent,537,570.3432538086727,24,8,0.5703432538086727
E02000563,Islington 010,Islington,507,569.5779736041018,25,8,0.5695779736041018
E02006996,Newham 039,Newham,488,568.7985006712648,25,8,0.5687985006712648
E02000756,Redbridge 006,Redbridge,477,568.4925449530767,23,8,0.5684925449530768
E02000636,Lambeth 019,Lambeth,481,568.4218437355407,25,8,0.5684218437355407
E02000124,Brent 032,Brent,515,567.5458848639788,25,8,0.5675458848639788
E02000941,Wandsworth 019,Wandsworth,499,565.394412670657,23,8,0.5653944126706569
E02000744,Newham 031,Newham,494,565.0355071315978,27,8,0.5650355071315978
E02000560,Islington 007,Islington,501,563.5388799221508,25,8,0.5635388799221508
E02000910,Waltham Forest 016,Waltham Forest,485,559.7175038814981,26,8,0.5597175038814981
E02000558,Islington 005,Islington,492,558.4190214255225,23,8,0.5584190214255225
E02000925,Wandsworth 003,Wandsworth,514,556.2740535140454,26,8,0.5562740535140454
E02000318,Greenwich 006,Greenwich,484,555.9054837462483,24,8,0.5559054837462483
E02000943,Wandsworth 021,Wandsworth,480,555.2777793288866,22,8,0.5552777793288866
E02000957,Wandsworth 035,Wandsworth,488,555.0123843337711,25,8,0.5550123843337711
E02000719,Newham 006,Newham,469,554.0964984823966,25,8,0.5540964984823965
E02000428,Haringey 032,Haringey,490,554.0770559614493,25,8,0.5540770559614493
E02000421,Haringey 025,Haringey,497,553.8703022208097,25,8,0.5538703022208097
E02000388,Hammersmith and Fulham 017,Hammersmith and Fulham,491,553.3669537542107,23,8,0.5533669537542107
E02000123,Brent 031,Brent,518,551.659512667455,24,8,0.551659512667455
E02007112,Tower Hamlets 034,Tower Hamlets,476,550.242478961488,23,8,0.550242478961488
E02000423,Haringey 027,Haringey,491,549.2278558518424,26,8,0.5492278558518424
E02000557,Islington 004,Islington,493,549.1889551302199,25,8,0.5491889551302199
E02000832,Southwark 026,Southwark,479,548.6709489191543,26,8,0.5486709489191542
E02000723,Newham 010,Newham,487,548.4935897708541,25,8,0.548493589770854
E02000745,Newham 032,Newham,485,547.196023705699,23,8,0.547196023705699
E02000722,Newham 009,Newham,456,544.1312595679198,24,8,0.5441312595679197
E02000916,Waltham Forest 022,Waltham Forest,469,544.0755980842372,26,8,0.5440755980842372
E02006993,Greenwich 041,Greenwich,462,543.4576259293414,23,8,0.5434576259293413
E02000918,Waltham Forest 024,Waltham Forest,470,542.4721100185769,25,8,0.542472110018577
E02000764,Redbridge 014,Redbridge,464,541.8753479486243,25,8,0.5418753479486242
E02007111,Hackney 033,Hackney,441,541.8733644550192,22,8,0.5418733644550192
E02000657,Lewisham 005,Lewisham,463,541.5225894369848,25,8,0.5415225894369848
E02000890,Tower Hamlets 027,Tower Hamlets,439,538.8677984213871,24,8,0.5388677984213871
E02000181,Camden 016,Camden,482,537.9093533482072,25,8,0.5379093533482072
E02000175,Camden 010,Camden,483,537.8830346194526,24,8,0.5378830346194526
E02000180,Camden 015,Camden,480,537.7264083549031,22,8,0.5377264083549032
E02000351,Hackney 007,Hackney,471,535.8024609688507,24,8,0.5358024609688508
E02000391,Hammersmith and Fulham 020,Hammersmith and Fulham,471,534.7161241171001,24,8,0.5347161241171001
E02000749,Newham 036,Newham,476,534.1415713797287,24,8,0.5341415713797287
E02000936,Wandsworth 014,Wandsworth,471,532.4893289761898,25,8,0.5324893289761897
E02000876,Tower Hamlets 013,Tower Hamlets,465,530.6930277232356,25,8,0.5306930277232356
E02000645,Lambeth 028,Lambeth,459,529.3112341520085,23,8,0.5293112341520085
E02000185,Camden 020,Camden,501,529.2986864153298,26,8,0.5292986864153298
E02000833,Southwark 027,Southwark,452,528.5434317196242,25,8,0.5285434317196243
E02000917,Waltham Forest 023,Waltham Forest,461,527.9494256264414,25,8,0.5279494256264414
E02006924,Redbridge 035,Redbridge,458,527.1018778795521,25,8,0.5271018778795521
E02000880,Tower Hamlets 017,Tower Hamlets,458,525.6427375799661,24,8,0.5256427375799662
E02000642,Lambeth 025,Lambeth,461,524.3281238937457,25,8,0.5243281238937457
E02000672,Lewisham 020,Lewisham,453,523.7277582378587,25,8,0.5237277582378587
E02000589,Kensington and Chelsea 013,Kensington and Chelsea,480,522.4673929767129,24,8,0.5224673929767129
E02000168,Camden 003,Camden,470,521.5590517603911,25,8,0.5215590517603911
E02000658,Lewisham 006,Lewisham,443,517.8899227669033,22,8,0.5178899227669033
E02000059,Barnet 036,Barnet,469,517.7363626559392,25,8,0.5177363626559391
E02000394,Hammersmith and Fulham 023,Hammersmith and Fulham,483,517.5564618201411,23,8,0.517556461820141
E02000565,Islington 012,Islington,444,517.0611307536589,24,8,0.5170611307536589
E02000757,Redbridge 007,Redbridge,433,516.6457861943597,24,8,0.5166457861943597
E02006953,Barnet 042,Barnet,461,516.5657259887935,23,8,0.5165657259887935
E02000354,Hackney 010,Hackney,442,515.5505350101287,25,8,0.5155505350101287
E02006925,Redbridge 036,Redbridge,452,513.663148807216,25,8,0.513663148807216
E02000962,Westminster 003,Westminster,477,513.6462441394999,22,8,0.5136462441394999
E02000562,Islington 009,Islington,436,513.4009419929137,25,8,0.5134009419929136
E02000865,Tower Hamlets 002,Tower Hamlets,436,512.8895459833707,26,8,0.5128895459833707
E02000651,Lambeth 034,Lambeth,451,512.6815478233808,25,8,0.5126815478233808
E02000940,Wandsworth 018,Wandsworth,450,510.88977062927495,23,8,0.510889770629275
E02006992,Greenwich 040,Greenwich,438,510.6428856583602,22,8,0.5106428856583602
E02000319,Greenwich 007,Greenwich,430,509.56890180032667,24,8,0.5095689018003267
E02006931,Greenwich 038,Greenwich,435,509.3389265090104,24,8,0.5093389265090104
E02000555,Islington 002,Islington,461,508.71604126229346,26,8,0.5087160412622934
E02000644,Lambeth 027,Lambeth,445,507.44059194810586,23,8,0.5074405919481059
E02000634,Lambeth 017,Lambeth,444,507.29031776486335,23,8,0.5072903177648633
E02000654,Lewisham 002,Lewisham,438,506.93051042293104,26,8,0.506930510422931
E02000383,Hammersmith and Fulham 012,Hammersmith and Fulham,484,506.44978158822886,23,8,0.5064497815882288
E02000415,Haringey 019,Haringey,450,505.2613416096439,25,8,0.5052613416096439
E02000403,Haringey 007,Haringey,448,505.17709889087445,25,8,0.5051770988908745
E02000427,Haringey 031,Haringey,445,504.89863102431616,23,8,0.5048986310243162
E02000735,Newham 022,Newham,439,504.1978696933874,25,8,0.5041978696933874
E02000420,Haringey 024,Haringey,450,503.8563756845128,25,8,0.5038563756845128
E02000885,Tower Hamlets 022,Tower Hamlets,437,502.96631310899056,23,8,0.5029663131089905
E02000838,Southwark 032,Southwark,439,502.9004534758086,26,8,0.5029004534758086
E02000922,Waltham Forest 028,Waltham Forest,438,502.22200665494586,26,8,0.5022220066549459
E02000942,Wandsworth 020,Wandsworth,441,501.58901083511864,25,8,0.5015890108351186
E02000584,Kensington and Chelsea 008,Kensington and Chelsea,455,501.51562889718423,20,8,0.5015156288971843
E02000174,Camden 009,Camden,463,500.18464229031866,24,8,0.5001846422903187
E02000585,Kensington and Chelsea 009,Kensington and Chelsea,453,499.6010507276057,24,8,0.4996010507276057
E02000746,Newham 033,Newham,440,499.4605688766012,26,8,0.4994605688766012
E02000350,Hackney 006,Hackney,438,499.32834526581564,24,8,0.49932834526581565
E02000183,Camden 018,Camden,448,498.470618522733,23,8,0.498470618522733
E02000868,Tower Hamlets 005,Tower Hamlets,430,498.19838146744576,25,8,0.49819838146744577
E02000834,Southwark 028,Southwark,423,495.1113105827869,26,8,0.4951113105827869
E02006994,Greenwich 042,Greenwich,432,493.67791030392175,24,8,0.4936779103039218
E02000593,Kensington and Chelsea 017,Kensington and Chelsea,432,490.2413403481227,21,8,0.4902413403481227
E02006800,Redbridge 034,Redbridge,423,490.1671748080651,25,8,0.4901671748080651
E02000582,Kensington and Chelsea 006,Kensington and Chelsea,442,488.91911971004555,21,8,0.48891911971004554
E02000893,Tower Hamlets 030,Tower Hamlets,424,485.28402115545225,23,8,0.48528402115545227
E02000125,Brent 033,Brent,450,484.92947352179397,25,8,0.48492947352179394
E02000346,Hackney 002,Hackney,419,484.817727223616,24,8,0.484817727223616
E02000312,Enfield 036,Enfield,433,484.3260412562782,23,8,0.4843260412562782
E02000055,Barnet 032,Barnet,430,482.72201672298934,24,8,0.4827220167229893
E02000592,Kensington and Chelsea 016,Kensington and Chelsea,431,482.5632086869191,21,8,0.4825632086869191
E02000737,Newham 024,Newham,423,481.26727766108735,25,8,0.48126727766108734
E02000372,Hammersmith and Fulham 001,Hammersmith and Fulham,448,479.6672194082695,25,8,0.4796672194082695
E02000412,Haringey 016,Haringey,435,478.81096199113193,24,8,0.47881096199113193
E02000397,Haringey 001,Haringey,425,478.7861543486501,25,8,0.4787861543486501
E02000554,Islington 001,Islington,423,476.198605700775,25,8,0.476198605700775
E02000967,Westminster 008,Westminster,419,476.14573366743497,21,8,0.47614573366743496
E02000665,Lewisham 013,Lewisham,406,474.3029950549728,24,8,0.4743029950549728
E02000364,Hackney 020,Hackney,405,473.73990981965454,23,8,0.4737399098196545
E02000361,Hackney 017,Hackney,406,473.1500452237525,24,8,0.4731500452237525
E02000660,Lewisham 008,Lewisham,401,471.70158437513936,24,8,0.47170158437513937
E02000579,Kensington and Chelsea 003,Kensington and Chelsea,436,471.20196743101224,25,8,0.4712019674310122
E02000580,Kensington and Chelsea 004,Kensington and Chelsea,429,469.9909782241464,23,8,0.46999097822414637
E02007109,Hackney 031,Hackney,394,467.63031033831885,23,8,0.46763031033831887
E02000131,Bromley 005,Bromley,416,466.76343186965687,25,8,0.46676343186965685
E02000326,Greenwich 014,Greenwich,387,466.55070122720514,25,8,0.46655070122720516
E02000914,Waltham Forest 020,Waltham Forest,410,465.41451928663724,26,8,0.46541451928663724
E02000836,Southwark 030,Southwark,387,463.30012114692494,23,8,0.4633001211469249
E02000937,Wandsworth 015,Wandsworth,406,463.25412195227074,21,8,0.4632541219522707
E02000721,Newham 008,Newham,405,463.20144027140196,24,8,0.463201440271402
E02000252,Ealing 015,Ealing,429,462.61629921608323,25,8,0.4626162992160832
E02000730,Newham 017,Newham,406,462.3107245871769,27,8,0.46231072458717687
E02000126,Brent 034,Brent,429,461.7436133513676,25,8,0.46174361335136765
E02000586,Kensington and Chelsea 010,Kensington and Chelsea,427,461.4214265784157,21,8,0.4614214265784157
E02006954,Barnet 043,Barnet,417,460.54299710760716,24,8,0.46054299710760715
E02000781,Redbridge 031,Redbridge,403,459.9399329872098,25,8,0.45993993298720975
E02000595,Kensington and Chelsea 019,Kensington and Chelsea,409,457.2056138018553,22,8,0.4572056138018553
E02000596,Kensington and Chelsea 020,Kensington and Chelsea,420,456.6418857988364,23,8,0.4566418857988364
E02000170,Camden 005,Camden,407,454.36968483239986,23,8,0.45436968483239987
E02000913,Waltham Forest 019,Waltham Forest,402,454.0293114122548,26,8,0.4540293114122548
E02000739,Newham 026,Newham,406,453.0333773576147,26,8,0.45303337735761473
E02000173,Camden 008,Camden,398,452.8946513710662,24,8,0.45289465137106616
E02000947,Wandsworth 025,Wandsworth,404,452.16094973320526,25,8,0.45216094973320525
E02000905,Waltham Forest 011,Waltham Forest,399,451.1787859689869,26,8,0.4511787859689869
E02000903,Waltham Forest 009,Waltham Forest,403,450.01881923128593,27,8,0.45001881923128595
E02000740,Newham 027,Newham,392,448.0696470785799,26,8,0.44806964707857994
E02000741,Newham 028,Newham,389,447.4609481313745,24,8,0.4474609481313745
E02000669,Lewisham 017,Lewisham,385,447.4029725067596,21,8,0.44740297250675964
E02000938,Wandsworth 016,Wandsworth,415,444.88044928660275,25,8,0.44488044928660275
E02000734,Newham 021,Newham,394,443.71531573448294,23,8,0.4437153157344829
E02000134,Bromley 008,Bromley,368,442.9260202690099,22,8,0.4429260202690099
E02000731,Newham 018,Newham,381,442.5485974944771,25,8,0.4425485974944771
E02000115,Brent 023,Brent,409,441.72410664221667,26,8,0.4417241066422167
E02000384,Hammersmith and Fulham 013,Hammersmith and Fulham,402,440.7904987209382,23,8,0.44079049872093823
E02000116,Brent 024,Brent,412,440.57251158959406,25,8,0.44057251158959404
E02000906,Waltham Forest 012,Waltham Forest,391,439.66444187518294,24,8,0.43966444187518294
E02000061,Barnet 038,Barnet,384,438.6594023609275,23,8,0.43865940236092754
E02000110,Brent 018,Brent,407,438.5025138851854,26,8,0.4385025138851854
E02000009,Barking and Dagenham 008,Barking and Dagenham,379,437.9463976730705,25,8,0.43794639767307053
E02000583,Kensington and Chelsea 007,Kensington and Chelsea,389,437.0382591531421,23,8,0.4370382591531421
E02000169,Camden 004,Camden,378,436.94387917526745,24,8,0.43694387917526745
E02000587,Kensington and Chelsea 011,Kensington and Chelsea,389,436.8252711672622,21,8,0.4368252711672622
E02006991,Greenwich 039,Greenwich,381,436.66728157829607,23,8,0.4366672815782961
E02000171,Camden 006,Camden,386,435.70331069058034,24,8,0.4357033106905803
E02000659,Lewisham 007,Lewisham,377,434.14073606204636,23,8,0.43414073606204634
E02000939,Wandsworth 017,Wandsworth,363,433.9872880775051,23,8,0.43398728807750514
E02000132,Bromley 006,Bromley,371,432.14018009869096,23,8,0.432140180098691
E02007108,Hackney 030,Hackney,368,431.0570110816746,24,8,0.4310570110816746
E02000182,Camden 017,Camden,392,430.99051087846226,23,8,0.43099051087846224
E02000933,Wandsworth 011,Wandsworth,379,430.84648174413195,22,8,0.4308464817441319
E02000561,Islington 008,Islington,375,430.1849883423311,24,8,0.4301849883423311
E02000042,Barnet 019,Barnet,377,428.8598782650712,24,8,0.4288598782650712
E02006918,Hackney 028,Hackney,362,427.8467694897693,23,8,0.4278467694897693
E02000455,Harrow 023,Harrow,376,427.1555328358428,26,8,0.4271555328358428
E02000378,Hammersmith and Fulham 007,Hammersmith and Fulham,397,426.9288849226594,24,8,0.4269288849226594
E02000915,Waltham Forest 021,Waltham Forest,370,426.3975301454445,25,8,0.42639753014544446
E02000577,Kensington and Chelsea 001,Kensington and Chelsea,410,425.735482086767,26,8,0.425735482086767
E02000837,Southwark 031,Southwark,357,424.97610001201406,24,8,0.4249761000120141
E02000960,Westminster 001,Westminster,388,424.1381346531779,24,8,0.42413813465317785
E02000751,Redbridge 001,Redbridge,353,423.6878420289281,22,8,0.4236878420289281
E02000724,Newham 011,Newham,370,423.4266776343577,23,8,0.4234266776343577
E02000729,Newham 016,Newham,362,421.8825007944671,23,8,0.4218825007944671
E02000671,Lewisham 019,Lewisham,363,420.9986711789957,23,8,0.4209986711789957
E02000912,Waltham Forest 018,Waltham Forest,372,419.70144289519186,25,8,0.41970144289519185
E02000003,Barking and Dagenham 002,Barking and Dagenham,356,419.0745868849322,24,8,0.4190745868849322
E02000927,Wandsworth 005,Wandsworth,385,418.6797612855972,24,8,0.4186797612855972
E02000355,Hackney 011,Hackney,369,416.75979318886556,24,8,0.4167597931888656
E02000786,Richmond upon Thames 003,Richmond upon Thames,365,415.2836260668543,24,8,0.4152836260668543
E02000928,Wandsworth 006,Wandsworth,362,414.97420659710593,21,8,0.41497420659710593
E02007008,Lewisham 040,Lewisham,363,414.15232900878607,25,8,0.41415232900878607
E02000951,Wandsworth 029,Wandsworth,361,413.19275294723275,24,8,0.41319275294723273
E02000956,Wandsworth 034,Wandsworth,371,409.860549990535,22,8,0.409860549990535
E02000386,Hammersmith and Fulham 015,Hammersmith and Fulham,385,408.5319726936084,24,8,0.4085319726936084
